project_id,project_path,project_name,file_count,workbook_count,allowed_contract_workbook_count,allowed_material_list_workbook_count,allowed_supporting_workbook_count,forbidden_production_control_file_count,forbidden_electrical_drawing_count,completed_production_drawing_reference_count,completed_sheetmetal_drawing_reference_count,completed_punch_drawing_reference_count,has_all_three_completed_targets,has_forbidden_sources,generator_candidate_status,notes
1140803,114年度工作\114年度工作\1140803榮陳-鳥嘴潭人工湖送水管A-2-1追加盤\1140803 生管文件,1140803榮陳-鳥嘴潭人工湖送水管A-2-1追加盤,16,7,1,1,0,6,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140804,114年度工作\114年度工作\1140804宗正實業-申請低壓供電系統電源開關箱\1140804 生管文件,1140804宗正實業-申請低壓供電系統電源開關箱,14,6,0,1,0,4,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140805,114年度工作\114年度工作\1140805榮陳-鹿港彰濱7號井機電\1140805 生管文件,1140805榮陳-鹿港彰濱7號井機電,36,10,1,1,0,8,15,0,6,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140806,114年度工作\114年度工作\1140806國倫-雲林廠場站儀表箱\1140806 生管文件,1140806國倫-雲林廠場站儀表箱,10,5,1,1,0,2,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140807,114年度工作\114年度工作\1140807榮陳-鳥嘴潭人工湖下游送水管B-3-1\1140807 生管文件,1140807榮陳-鳥嘴潭人工湖下游送水管B-3-1,16,10,1,1,0,4,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140808,114年度工作\114年度工作\1140808榮陳-鳥嘴潭人工下游功垂橋潛鑽工程\1140808 生管文件,1140808榮陳-鳥嘴潭人工下游功垂橋潛鑽工程,16,10,1,1,0,4,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140809,114年度工作\114年度工作\1140809榮陳-頭橋案封版,1140809榮陳-頭橋案封版,2,2,1,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1140901,114年度工作\114年度工作\1140901台灣色譜-新增電源盤\1140901 生管文件,1140901台灣色譜-新增電源盤,13,6,0,1,0,5,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140902,114年度工作\114年度工作\1140902榮陳-密枝二站電盤汰換\1140902 生管文件,1140902榮陳-密枝二站電盤汰換,19,9,1,1,0,5,1,0,6,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140903,114年度工作\114年度工作\1140903昱成-馬達控制箱\1140903 生管文件,1140903昱成-馬達控制箱,9,6,0,1,0,4,1,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140904,114年度工作\114年度工作\1140904西富-聯電P1P2零星工程及RTO\1140904 生管文件,1140904西富-聯電P1P2零星工程及RTO,20,6,0,1,0,4,7,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140905,114年度工作\114年度工作\1140905允承科技-2點式溫度控制箱\1140905 生管文件,1140905允承科技-2點式溫度控制箱,17,6,0,1,0,4,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140906,114年度工作\114年度工作\1140906榮陳-溪湖第二淨水場等機電設備改善\1140906 生管文件,1140906榮陳-溪湖第二淨水場等機電設備改善,31,9,1,1,0,7,12,0,7,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140907,114年度工作\114年度工作\1140907宗正實業-老舊線路設備更新,1140907宗正實業-老舊線路設備更新,2,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1140908,114年度工作\114年度工作\1140908利信-竹山所緊急供電系統自動化\1140908 生管文件,1140908利信-竹山所緊急供電系統自動化,18,10,1,1,0,5,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140909,114年度工作\114年度工作\1140909利信-草屯所場站增設ATS採購\1140909 生管文件,1140909利信-草屯所場站增設ATS採購,18,10,1,1,0,5,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1140910,114年度工作\114年度工作\1140910宗正-老舊線路設備更新-電線,1140910宗正-老舊線路設備更新-電線,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1140911,114年度工作\114年度工作\1140911宗正-宗正,1140911宗正-宗正,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1141001,114年度工作\114年度工作\1141001國倫-鳥嘴潭下游水管橋管二\1141001 生管文件,1141001國倫-鳥嘴潭下游水管橋管二,21,10,1,1,0,6,1,0,7,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141002,114年度工作\114年度工作\1141002國倫-鳥嘴潭下游水管橋管三\1141002 生管文件,1141002國倫-鳥嘴潭下游水管橋管三,19,10,1,1,0,6,2,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141003,114年度工作\114年度工作\1141003漢泰-變頻馬達控制盤\1141003 生管文件,1141003漢泰-變頻馬達控制盤,13,7,0,1,0,5,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141004,114年度工作\114年度工作\1141004利信-霧峰所自動切換開關採購\1141004 生管文件,1141004利信-霧峰所自動切換開關採購,15,10,1,1,0,5,1,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141005,114年度工作\114年度工作\1141005利信-114年大雅所仁愛淨水場ATS增設\1141005 生管文件,1141005利信-114年大雅所仁愛淨水場ATS增設,16,10,1,1,0,5,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141006,114年度工作\114年度工作\1141006利信-沙鹿案ATS接線箱\1141006 生管文件,1141006利信-沙鹿案ATS接線箱,4,4,1,0,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141007,114年度工作\114年度工作\1141007台灣色譜-電源開關新增集合式電錶工程,1141007台灣色譜-電源開關新增集合式電錶工程,3,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1141008,114年度工作\114年度工作\1141008榮陳-白河區關嶺里大嶺延管\1141008 生管文件,1141008榮陳-白河區關嶺里大嶺延管,33,10,1,1,0,8,5,0,13,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141009,114年度工作\114年度工作\1141009濬創科技-各案儀表箱\1141009 生管文件,1141009濬創科技-各案儀表箱,15,7,1,1,0,5,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141101,114年度工作\114年度工作\1141101瑨億-南投名間橋興管中加壓站\1141101 生管文件,1141101瑨億-南投名間橋興管中加壓站,27,10,1,1,0,6,7,0,7,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141102,114年度工作\114年度工作\1141102榮陳-彰化烏溪河濱場機電\1141102 生管文件,1141102榮陳-彰化烏溪河濱場機電,23,10,1,1,0,6,2,0,8,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141103,114年度工作\114年度工作\1141103榮陳-彰化縣市茄苳里特定工廠廢汙水排放,1141103榮陳-彰化縣市茄苳里特定工廠廢汙水排放,23,9,1,1,0,8,2,0,6,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141104,114年度工作\114年度工作\1141104詠翔鑫-佳湘食品頂安段廠房水電新建工程\1141104 生管文件,1141104詠翔鑫-佳湘食品頂安段廠房水電新建工程,33,7,2,0,0,3,4,0,22,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141105,114年度工作\114年度工作\1141105華泰-亞特必廠房新建工程\1141105 生管文件,1141105華泰-亞特必廠房新建工程,31,8,0,1,0,5,1,0,20,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141106,114年度工作\114年度工作\1141106台灣色譜-A棟消防動力工程\1141106 生管文件,1141106台灣色譜-A棟消防動力工程,28,10,0,1,0,5,4,0,10,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141107,114年度工作\114年度工作\1141107榮陳-八卦山名間系統旱灌區\1141107 生管文件,1141107榮陳-八卦山名間系統旱灌區,52,12,1,1,0,9,8,0,28,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141108,114年度工作\114年度工作\1141108國倫員林一場15號井機電\1141108 生管文件,1141108國倫員林一場15號井機電,19,10,1,1,0,5,2,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141201,114年度工作\114年度工作\1141201聯邦-東陽七股工業區廠房新建工程\1141201 生管文件,1141201聯邦-東陽七股工業區廠房新建工程,75,11,0,1,0,9,7,0,52,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141202,114年度工作\114年度工作\1141202桂田大樹-接線空箱,1141202桂田大樹-接線空箱,7,2,0,0,0,0,0,0,5,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1141203,114年度工作\114年度工作\1141203顯茂-創生維修盤製作\1141203 生管文件,1141203顯茂-創生維修盤製作,17,7,0,1,0,8,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141204,114年度工作\114年度工作\1141204西富-聯電P34零星工程\1141204 生管文件,1141204西富-聯電P34零星工程,14,7,0,1,0,5,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141205,114年度工作\114年度工作\1141205核陽-避雷針接地箱,1141205核陽-避雷針接地箱,6,3,0,0,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1141206,114年度工作\114年度工作\1141206國倫-嘉義廠配電盤及加藥設備改善\1141206 生管文件,1141206國倫-嘉義廠配電盤及加藥設備改善,21,9,0,1,0,5,1,0,8,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141207,114年度工作\114年度工作\1141207榮陳-鹿港114年度中區管網設備改善\1141207 生管文件,1141207榮陳-鹿港114年度中區管網設備改善,17,10,1,1,0,5,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141208,114年度工作\114年度工作\1141208濬創-明潭管橋上下游流量儀表箱\1141208 生管文件,1141208濬創-明潭管橋上下游流量儀表箱,15,7,1,1,0,5,2,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141209,114年度工作\114年度工作\1141209利信-嘉義科學園區供水北線工程管二\1141209 生管文件,1141209利信-嘉義科學園區供水北線工程管二,27,10,1,1,0,5,11,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141210,114年度工作\114年度工作\1141210國倫－嘉東加壓站抽水機汰換\1141210 生管文件,1141210國倫－嘉東加壓站抽水機汰換,14,7,1,1,0,5,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141211,114年度工作\114年度工作\1141211玖堡實業儀表箱\1141211 生管文件,1141211玖堡實業儀表箱,12,6,1,1,0,3,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1141212,114年度工作\114年度工作\1141212詠翔鑫-漢泰開關箱\生管課用圖、鈑金施工圖、沖孔施工圖,1141212詠翔鑫-漢泰開關箱,5,2,0,0,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1141213,114年度工作\114年度工作\1141213宗正,1141213宗正,1,0,0,0,0,0,0,0,0,0,False,False,NO_APPROVED_WORKSHEETS,
1150101,115年度工作\115年度工作\1150101榮陳-林內淨水場淨廢水系統\1150101 生管文件,1150101榮陳-林內淨水場淨廢水系統,22,10,1,1,0,4,3,0,7,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150102,115年度工作\115年度工作\1150102盛福八掌溪支線(3K+730~4K+240),1150102盛福八掌溪支線(3K+730~4K+240),18,10,1,1,0,7,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150103,115年度工作\115年度工作\1150103盛福八掌溪支線(4K+600~5K+130)\1150103 生管文件,1150103盛福八掌溪支線(4K+600~5K+130),17,10,1,1,0,6,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150104,115年度工作\115年度工作\1150104臻輊-阿里山軸帶旅運中心空間改善工程\1150104 生管文件,1150104臻輊-阿里山軸帶旅運中心空間改善工程,62,10,1,1,0,4,4,0,20,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150105,115年度工作\115年度工作\1150105昀興-永康國中現場修改,1150105昀興-永康國中現場修改,2,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150106,115年度工作\115年度工作\1150106器識-接線箱,1150106器識-接線箱,6,3,0,0,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150107,115年度工作\115年度工作\1150107瑨億-水里所集集水里場膠羽機汰換\1150107 生管文件,1150107瑨億-水里所集集水里場膠羽機汰換,18,10,1,1,0,6,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150108,115年度工作\115年度工作\1150108國倫-水電竹崎所緞繻村供水延管第二期\1150108 生管文件,1150108國倫-水電竹崎所緞繻村供水延管第二期,49,10,1,1,0,7,22,0,13,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150109,115年度工作\115年度工作\1150109文勝科技-儀表箱,1150109文勝科技-儀表箱,7,4,1,1,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150110,115年度工作\115年度工作\1150110詠翔鑫-漢泰開關箱\1150110 生管文件,1150110詠翔鑫-漢泰開關箱,13,7,0,1,0,5,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150201,115年度工作\115年度工作\1150201臻輊-施翠雲店鋪住宅新建工程\1150201 生管文件,1150201臻輊-施翠雲店鋪住宅新建工程,16,5,0,1,0,1,0,0,11,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150202,115年度工作\115年度工作\1150202榮陳抗旱2.0計畫緊急伏流水三口深井改善\1150202 生管文件,1150202榮陳抗旱2.0計畫緊急伏流水三口深井改善,24,10,1,1,0,4,1,0,12,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150203,115年度工作\115年度工作\1150203新僑工程新埔鎮五埔里6鄰石坑街供水\1150203 生管文件,1150203新僑工程新埔鎮五埔里6鄰石坑街供水,21,10,1,1,0,5,1,0,8,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150204,115年度工作\115年度工作\1150204新僑工程關西鎮東安里11-13鄰供水\1150204 生管文件,1150204新僑工程關西鎮東安里11-13鄰供水,23,10,1,1,0,5,1,0,10,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150205,115年度工作\115年度工作\1150205核陽-聯電12A P5 FAB 1F冷藏庫工程\1150205 生管文件,1150205核陽-聯電12A P5 FAB 1F冷藏庫工程,13,7,0,1,0,5,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150301,115年度工作\115年度工作\1150301互信科技-烏山頭廠電動操作機及機電改善\1150301 生管文件,1150301互信科技-烏山頭廠電動操作機及機電改善,17,10,1,1,0,3,1,0,6,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150302,115年度工作\115年度工作\1150302盛福-工程鯉魚潭場第二送水管工程-管(二)\1150302 生管文件,1150302盛福-工程鯉魚潭場第二送水管工程-管(二),21,10,1,1,0,7,2,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150303,115年度工作\115年度工作\1150303器識-隔離開關箱工程,1150303器識-隔離開關箱工程,6,3,0,0,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150304,115年度工作\115年度工作\1150304宗正實業,1150304宗正實業,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150305,115年度工作\115年度工作\1150305盛福-大安大甲溪輸水管第三標統包工程\1150305生管文件,1150305盛福-大安大甲溪輸水管第三標統包工程,20,10,1,1,0,4,1,0,8,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150306,115年度工作\115年度工作\1150306新陳-濁幹線(6K+500~7K+350)多功能調蓄池工程\1150306生管文件,1150306新陳-濁幹線(6K+500~7K+350)多功能調蓄池工程,13,10,1,1,0,3,0,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150307,115年度工作\115年度工作\1150307國倫-嘉義廠115年配電盤及變頻器改善\1150307生管文件,1150307國倫-嘉義廠115年配電盤及變頻器改善,16,10,1,1,0,3,1,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150401,115年度工作\115年度工作\1150401榮陳-新港場抽水桶型加壓設備增設\1150401生管文件,1150401榮陳-新港場抽水桶型加壓設備增設,18,8,1,1,0,1,0,0,10,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150402,115年度工作\115年度工作\1150402新陳-荖濃溪(里嶺)伏流水統包工程\1150402生管文件,1150402新陳-荖濃溪(里嶺)伏流水統包工程,24,10,1,1,0,4,2,0,11,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150403,115年度工作\115年度工作\1150403卓文彬-電表箱製作,1150403卓文彬-電表箱製作,6,3,0,0,0,0,0,0,3,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150404,115年度工作\115年度工作\1150404榮陳-石門水庫至新竹聯通管一\1150404生管文件,1150404榮陳-石門水庫至新竹聯通管一,8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150501,115年度工作\115年度工作\1150501顯茂-聯電地震儀用插座盤\1150501生管文件,1150501顯茂-聯電地震儀用插座盤,8,4,0,0,0,1,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150502,115年度工作\115年度工作\1150502器識-黑影機隔離盤\1150502生管文件,1150502器識-黑影機隔離盤,8,4,0,0,0,1,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150503,115年度工作\115年度工作\1150503盛福-烏日至南屯送水管北段\1150503生管文件,1150503盛福-烏日至南屯送水管北段,11,8,1,1,0,1,0,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150504,115年度工作\115年度工作\1150504榮陳-南投水里鄉水里路148巷延管\1150504生管文件,1150504榮陳-南投水里鄉水里路148巷延管,8,8,2,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150505,115年度工作\115年度工作\1150505榮陳-鹿港彰濱等場站廢水設備改善\1150505生管文件,1150505榮陳-鹿港彰濱等場站廢水設備改善,12,8,1,1,0,1,0,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150506,115年度工作\115年度工作\1150506榮陳-南臺中淨水場送水管線(管三)\1150506生管文件,1150506榮陳-南臺中淨水場送水管線(管三),8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150507,115年度工作\115年度工作\1150507榮陳-南臺中淨水廠送水管線(管四)\1150507生管文件,1150507榮陳-南臺中淨水廠送水管線(管四),8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150508,115年度工作\115年度工作\1150508詠翔鑫-漢泰無塵室開關箱\1150508生管文件,1150508詠翔鑫-漢泰無塵室開關箱,11,6,0,0,0,3,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150509,115年度工作\115年度工作\1150509榮陳-翁公園場4號井重鑿機電設備設置\1150509生管文件,1150509榮陳-翁公園場4號井重鑿機電設備設置,8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150510,115年度工作\115年度工作\1150510顯茂-NFB零料購買,1150510顯茂-NFB零料購買,2,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150511,115年度工作\115年度工作\1150511育鎮-開關箱,1150511育鎮-開關箱,3,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1150601,115年度工作\115年度工作\1150601榮陳-台南市楠西區紹興里5鄰等延管\1150601生管文件,1150601榮陳-台南市楠西區紹興里5鄰等延管,8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150602,115年度工作\115年度工作\1150602皓宇-將軍分局新設電源盤\1150602生管文件,1150602皓宇-將軍分局新設電源盤,9,4,0,0,0,2,0,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1150603,115年度工作\115年度工作\1150603國倫-茄苳橋站400MM流量計增設\1150603生管文件,1150603國倫-茄苳橋站400MM流量計增設,8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
